"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0.030670086380023,2.15054553792864,-1.06359441244346,-0.335431777012606,1.13472133884797,0.921619793976906,-1.31778886208796,-0.277800773250861,0.393661481628259,0.703060548726981,0.148450615587937,-0.216656200028036,-0.0354289029213196,0.291564092627427,0
0.837096125788276,1.46371336925619,-1.00869151121657,-0.335431777012606,1.13472133884797,-0.406205963177167,-0.60837727890248,-0.90016701639255,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,-2.22211899815927,0.291564092627427,0
1.05703050017234,0.090049031911266,0.425794817474252,-2.40247425839369,-1.19744042985019,-0.406205963177167,-0.135436223445492,-0.90016701639255,-1.96259063294853,0.703060548726981,-0.145918242816801,-0.216656200028036,-0.0354289029213196,0.291564092627427,0
0.983719042044322,1.46371336925619,0.188191735529617,0.181328843332664,-0.420053173617471,-0.406205963177167,-0.60837727890248,-0.90016701639255,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,0.36951370730793,0.291564092627427,1
-0.555821578644161,0.090049031911266,-1.36425766877398,0.439709153505299,1.52341496696433,0.921619793976906,0.810445887468482,-0.277800773250861,0.393661481628259,-1.42230891809126,1.76111533665529,-0.216656200028036,0.77445631753718,0.291564092627427,1
-0.042641371748,0.090049031911266,-1.52431454769151,-2.40247425839369,-1.19744042985019,-0.406205963177167,1.28338694292547,-0.90016701639255,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,0.77445631753718,0.291564092627427,0
0.323915918892115,1.46371336925619,0.970124634055738,0.439709153505299,1.52341496696433,-1.73403172033124,-0.60837727890248,1.5892979561742,0.393661481628259,-1.42230891809126,-0.145918242816801,-0.216656200028036,0.36951370730793,0.291564092627427,1
0.323915918892115,0.090049031911266,-0.689165152842445,-2.40247425839369,-1.19744042985019,-0.406205963177167,1.75632799838246,-0.90016701639255,0.393661481628259,0.703060548726981,-0.145918242816801,4.85084154663835,-0.0354289029213196,0.291564092627427,0
1.49689924894048,0.090049031911266,-0.765167063738409,0.181328843332664,-0.420053173617471,-1.73403172033124,1.51985747065396,1.5892979561742,0.393661481628259,-1.42230891809126,-0.145918242816801,-0.216656200028036,-0.0354289029213196,0.291564092627427,0
-1.14231324366834,-1.28361530543365,0.0088169936955016,-0.852192397357876,0.74602771073161,0.921619793976906,1.04691641519698,-0.277800773250861,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,0.93643336162888,0.291564092627427,0
0.470538835148161,0.090049031911266,1.86794576171168,-0.335431777012606,1.13472133884797,-1.73403172033124,-0.60837727890248,0.966931713032515,0.393661481628259,0.703060548726981,-0.145918242816801,3.2774852433149,-0.0354289029213196,0.291564092627427,0
-0.629133036772184,-1.97044747410611,-1.23000846939779,1.2148500840232,-0.0313595455011109,-0.406205963177167,-1.31778886208796,0.966931713032515,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,-0.0354289029213196,0.291564092627427,0
-1.43555907618044,0.090049031911266,3.3568233856473,0.181328843332664,-0.420053173617471,-1.0701188417542,-1.31778886208796,2.21166419931589,0.393661481628259,-1.42230891809126,-0.145918242816801,-0.216656200028036,-1.25025673360907,0.291564092627427,0
-0.555821578644161,0.090049031911266,3.01370630698759,-1.11057270753051,-1.97482768608291,-0.406205963177167,0.101034304283001,-0.90016701639255,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,0.20753666321623,0.291564092627427,0
-1.06900178554032,0.090049031911266,-0.159084510280846,-0.335431777012606,1.13472133884797,-0.406205963177167,1.51985747065396,-0.90016701639255,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,0.77445631753718,0.291564092627427,0
0.397227377020138,0.090049031911266,-0.581945802853712,0.439709153505299,1.52341496696433,-1.73403172033124,-0.60837727890248,1.5892979561742,0.393661481628259,-1.42230891809126,-0.145918242816801,-0.216656200028036,-0.0354289029213196,0.291564092627427,0
-0.995690327412299,0.090049031911266,-1.49221600940735,1.2148500840232,-0.0313595455011109,-0.406205963177167,-0.60837727890248,2.21166419931589,-0.784464575660136,-1.42230891809126,-0.145918242816801,-0.216656200028036,-0.0354289029213196,0.291564092627427,0
0.837096125788276,-1.97044747410611,0.58556747084617,-0.335431777012606,1.13472133884797,-1.73403172033124,-0.60837727890248,-0.277800773250861,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,1.17939892776643,0.291564092627427,1
0.177293002636069,0.090049031911266,-0.401765755307037,0.181328843332664,-0.420053173617471,-0.406205963177167,-1.31778886208796,-0.90016701639255,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,0.61247927344548,0.291564092627427,0
-0.629133036772184,0.090049031911266,-1.2343192235062,-0.335431777012606,1.13472133884797,-0.406205963177167,1.28338694292547,-0.90016701639255,0.393661481628259,0.703060548726981,0.179999807864066,-0.216656200028036,-0.0354289029213196,0.291564092627427,0
-0.482510120516138,-2.65727964277857,0.986808673583012,-1.36895301770315,-2.36352131419927,0.25770691539987,-1.55425938981645,-0.277800773250861,0.393661481628259,0.703060548726981,-0.145918242816801,-0.216656200028036,-0.0354289029213196,-4.69323743655595,0
